id,user,course,difficulty,workload,final_grade,semesters_taken,created_at,updated_at
740,84,104286,5.0,5.5,,,2021-01-06 08:43:17.247078+00:00,2021-01-06 08:43:29.926970+00:00
741,84,114021,7.5,9.0,,,2021-01-06 08:43:46.861805+00:00,2021-01-06 08:43:46.861859+00:00
742,84,114076,9.5,7.0,,,2021-01-06 08:44:12.039829+00:00,2021-01-06 08:44:12.039893+00:00
743,84,134020,4.0,4.0,,,2021-01-06 08:45:28.190881+00:00,2021-01-06 08:45:28.190940+00:00
744,84,104122,5.5,5.0,,,2021-01-06 08:45:56.381799+00:00,2021-01-06 08:45:56.381851+00:00
745,84,104222,7.5,6.0,,,2021-01-06 08:46:36.244041+00:00,2021-01-06 08:46:36.244100+00:00
746,84,104285,5.5,3.5,,,2021-01-06 08:46:54.651086+00:00,2021-01-06 08:46:54.651122+00:00
747,84,114086,6.0,5.0,,,2021-01-06 08:47:09.081078+00:00,2021-01-06 08:47:09.081149+00:00
748,84,114101,8.0,7.0,,,2021-01-06 08:47:30.699328+00:00,2021-01-06 08:47:30.699390+00:00
749,84,104030,7.0,5.0,,,2021-01-06 08:47:59.607846+00:00,2021-01-06 08:48:06.816667+00:00
751,84,114102,4.0,4.5,,,2021-01-06 08:48:57.559384+00:00,2021-01-06 08:48:57.559445+00:00
753,84,115203,8.5,7.5,,,2021-01-06 08:51:12.613043+00:00,2021-01-06 08:51:12.613102+00:00
752,84,114246,8.5,7.0,,,2021-01-06 08:50:52.961857+00:00,2021-01-06 08:51:20.094895+00:00
754,84,114035,7.0,8.5,,,2021-01-06 08:51:50.268233+00:00,2021-01-06 08:51:50.268282+00:00
755,87,104033,5.0,3.0,79.0,,2021-01-06 19:31:34.677625+00:00,2021-01-06 19:31:34.677691+00:00
756,87,104134,7.0,3.5,86.0,,2021-01-06 19:32:34.462806+00:00,2021-01-06 19:32:34.462865+00:00
757,87,234218,8.0,9.0,73.0,,2021-01-06 19:33:57.577988+00:00,2021-01-06 19:33:57.578049+00:00
758,87,234124,8.5,9.5,57.0,,2021-01-06 19:34:37.800837+00:00,2021-01-06 19:34:37.800900+00:00
759,87,114075,8.0,7.0,91.0,,2021-01-06 19:35:35.944338+00:00,2021-01-06 19:35:35.944396+00:00
760,87,104135,3.0,3.0,60.0,,2021-01-06 19:36:02.911299+00:00,2021-01-06 19:36:02.911352+00:00
761,87,94412,8.0,6.5,77.0,,2021-01-06 19:36:29.415933+00:00,2021-01-06 19:36:29.415985+00:00
762,87,44252,7.0,8.0,88.0,,2021-01-06 19:36:53.184738+00:00,2021-01-06 19:36:53.184794+00:00
763,87,104166,9.0,8.0,64.0,,2021-01-06 19:38:28.131831+00:00,2021-01-06 19:38:28.131896+00:00
764,87,234114,7.0,7.5,81.0,,2021-01-06 19:39:03.250144+00:00,2021-01-06 19:39:03.250207+00:00
765,87,104031,9.0,8.0,64.0,,2021-01-06 19:42:40.321737+00:00,2021-01-06 19:42:40.321790+00:00
766,87,114071,8.0,6.5,66.0,,2021-01-06 19:53:18.624061+00:00,2021-01-06 19:53:18.624121+00:00
767,89,234118,6.0,6.5,,,2021-01-07 09:41:48.235236+00:00,2021-01-07 09:41:48.235288+00:00
768,89,104032,7.5,5.0,,,2021-01-07 09:42:07.720788+00:00,2021-01-07 09:42:07.720911+00:00
769,38,46193,8.5,8.0,95.0,,2021-02-16 16:14:40.464228+00:00,2021-02-16 16:14:40.464429+00:00
770,38,46201,7.0,5.5,97.0,,2021-02-16 16:15:02.629996+00:00,2021-02-16 16:15:02.630051+00:00
771,38,124108,7.0,3.0,,,2021-02-16 16:16:01.922944+00:00,2021-02-16 16:16:01.922997+00:00
772,38,116040,7.5,7.5,99.0,,2021-02-16 16:16:21.219984+00:00,2021-02-16 16:16:21.220016+00:00
310,4,104223,7.0,6.5,76.0,,2020-11-03 12:49:24.544234+00:00,2021-02-20 19:36:03.696213+00:00
774,4,46209,7.5,9.0,93.0,,2021-02-24 15:43:27.314518+00:00,2021-02-24 15:43:27.314545+00:00
775,4,46195,8.0,6.5,,,2021-02-24 15:43:45.741639+00:00,2021-02-24 15:43:45.741681+00:00
776,4,234247,9.5,3.5,75.0,,2021-02-24 15:44:09.366816+00:00,2021-02-24 15:44:09.366873+00:00
777,4,236501,4.5,6.0,,,2021-02-24 15:44:28.302732+00:00,2021-02-24 15:44:28.302759+00:00
778,4,46210,7.0,4.5,96.0,,2021-02-24 15:44:53.472734+00:00,2021-02-24 15:44:53.472761+00:00
779,1,336546,5.0,5.0,,,2021-02-24 16:50:48.195540+00:00,2021-02-24 16:50:48.195563+00:00
780,4,104031,8.5,6.0,,,2021-02-24 17:27:39.295688+00:00,2021-02-24 17:27:39.295750+00:00
